No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away,Game time
22,,奥田晃,3,□,□,■,,,1,1,0,100.0,0.33,0,0,0,-,0,-,4,0,1,0,-6.2,0,0.0,0.0,-,595,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,兵庫デルフィーノ,ヴォレアス北海道,岩本正吾,奥田晃,0,3,3,Lose,53,76,,11:00,12:17,0,大江憲一,正岡卓,上總向貴,大友大輔,Away,71.0
1,,青島賢司,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,つくばユナイテッドSunGAIA,上杉徹,小林準,3,1,4,Win,90,86,91.0,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Home,
2,L,神園時,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,3.0,5.0,42.3,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,つくばユナイテッドSunGAIA,上杉徹,小林準,3,1,4,Win,90,86,91.0,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Home,
3,,河西智洋,4,■,■,■,■,,23,16,2,69.6,4.00,4,2,1,50.0,2,0.50,10,0,2,3,2.5,24,5.0,5.0,31.2,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,つくばユナイテッドSunGAIA,上杉徹,小林準,3,1,4,Win,90,86,91.0,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Home,
4,,奥田基嗣,4,■,■,■,■,,13,7,0,53.8,1.75,0,0,0,-,0,-,11,1,1,3,13.6,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,つくばユナイテッドSunGAIA,上杉徹,小林準,3,1,4,Win,90,86,91.0,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Home,
6,,阿部誠樹,3,,□,■,■,,18,10,0,55.6,3.33,3,3,0,100.0,0,-,12,0,2,3,2.1,18,9.0,6.0,66.7,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,つくばユナイテッドSunGAIA,上杉徹,小林準,3,1,4,Win,90,86,91.0,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Home,
7,,笠原佑斗,4,■,■,■,■,,9,5,1,55.6,1.25,0,0,0,-,4,1.00,15,1,0,0,6.7,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,つくばユナイテッドSunGAIA,上杉徹,小林準,3,1,4,Win,90,86,91.0,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Home,
10,,三浦拓,1,,,,□,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,つくばユナイテッドSunGAIA,上杉徹,小林準,3,1,4,Win,90,86,91.0,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Home,
14,,山口拓馬,2,■,■,,,,14,6,3,42.9,3.00,3,0,2,0.0,0,-,7,1,2,1,10.7,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,つくばユナイテッドSunGAIA,上杉徹,小林準,3,1,4,Win,90,86,91.0,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Home,
18,L,藤村稜,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,3.0,2.0,57.1,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,つくばユナイテッドSunGAIA,上杉徹,小林準,3,1,4,Win,90,86,91.0,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Home,
20,,佐藤陸善,4,■,■,■,■,,1,1,0,100.0,0.25,0,0,0,-,0,-,9,0,2,3,2.8,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,つくばユナイテッドSunGAIA,上杉徹,小林準,3,1,4,Win,90,86,91.0,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Home,
21,,柿崎充,3,,□,■,■,,24,10,1,41.7,3.33,7,3,1,42.9,2,0.67,9,0,4,3,-2.8,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,つくばユナイテッドSunGAIA,上杉徹,小林準,3,1,4,Win,90,86,91.0,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Home,
23,,谷越陽介,2,,□,,□,,0,0,0,-,-,0,0,0,-,1,0.50,9,0,1,1,0.0,1,0.0,0.0,0.0,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,つくばユナイテッドSunGAIA,上杉徹,小林準,3,1,4,Win,90,86,91.0,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Home,
26,,長屋梓,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,つくばユナイテッドSunGAIA,上杉徹,小林準,3,1,4,Win,90,86,91.0,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Home,
27,,工藤泰我,2,■,■,,,,16,3,1,18.8,1.50,2,2,0,100.0,2,1.00,6,0,1,1,0.0,13,2.0,3.0,26.9,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,つくばユナイテッドSunGAIA,上杉徹,小林準,3,1,4,Win,90,86,91.0,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Home,
1,,上場雄也,4,■,■,■,■,,44,17,4,38.6,4.25,15,6,2,40.0,0,-,13,0,3,8,9.6,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,サフィルヴァ北海道,五十嵐元,,1,3,4,Lose,86,90,,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Away,91.0
2,,浜崎勇矢,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,サフィルヴァ北海道,五十嵐元,,1,3,4,Lose,86,90,,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Away,91.0
4,,阿部航平,4,■,■,■,■,,17,7,0,41.2,1.75,0,0,0,-,5,1.25,15,1,0,3,11.7,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,サフィルヴァ北海道,五十嵐元,,1,3,4,Lose,86,90,,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Away,91.0
5,,廣瀬優希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,サフィルヴァ北海道,五十嵐元,,1,3,4,Lose,86,90,,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Away,91.0
6,,瀧澤陽紀,4,■,■,■,■,,31,14,3,45.2,3.50,5,4,0,80.0,1,0.25,12,0,0,2,4.2,18,5.0,7.0,47.2,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,サフィルヴァ北海道,五十嵐元,,1,3,4,Lose,86,90,,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Away,91.0
8,,曹海倫,3,■,■,■,,,7,3,1,42.9,1.00,0,0,0,-,1,0.33,6,1,0,1,20.8,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,サフィルヴァ北海道,五十嵐元,,1,3,4,Lose,86,90,,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Away,91.0
10,,鎌田敏弥,3,□,□,,□,,4,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,サフィルヴァ北海道,五十嵐元,,1,3,4,Lose,86,90,,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Away,91.0
11,,濱田英寿,3,,□,□,■,,2,1,0,50.0,0.33,0,0,0,-,0,-,8,0,1,4,9.4,14,5.0,4.0,50.0,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,サフィルヴァ北海道,五十嵐元,,1,3,4,Lose,86,90,,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Away,91.0
12,,土井友登,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,14,0,1,5,7.1,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,サフィルヴァ北海道,五十嵐元,,1,3,4,Lose,86,90,,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Away,91.0
13,L,新垣東麻,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,サフィルヴァ北海道,五十嵐元,,1,3,4,Lose,86,90,,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Away,91.0
16,,松田康河,4,□,□,□,■,,2,1,0,50.0,0.25,0,0,0,-,2,0.50,5,1,1,0,15.0,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,サフィルヴァ北海道,五十嵐元,,1,3,4,Lose,86,90,,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Away,91.0
20,,満生大輝,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,サフィルヴァ北海道,五十嵐元,,1,3,4,Lose,86,90,,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Away,91.0
22,L,関谷拓巳,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,8.0,2.0,56.2,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,サフィルヴァ北海道,五十嵐元,,1,3,4,Lose,86,90,,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Away,91.0
23,,曽田一也,3,■,■,■,,,12,3,0,25.0,1.00,0,0,0,-,0,-,14,2,4,7,19.6,24,11.0,10.0,66.7,596,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,サフィルヴァ北海道,五十嵐元,,1,3,4,Lose,86,90,,14:00,15:47,0,大江憲一,坂本雅春,川島秀夫,本保敦理,Away,91.0
2,,渡邊和馬,4,□,,□,□,□,0,0,0,-,-,0,0,0,-,0,-,5,0,1,1,0.0,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,2,3,5,Lose,111,109,102.0,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
3,,吉田魁成,5,■,■,■,■,■,22,14,3,63.6,2.80,0,0,0,-,5,1.00,14,0,2,2,0.0,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,2,3,5,Lose,111,109,102.0,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
4,,田中尚,5,■,■,■,■,■,18,9,1,50.0,1.80,0,0,0,-,3,0.60,17,0,1,5,5.9,2,2.0,0.0,100.0,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,2,3,5,Lose,111,109,102.0,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
5,,平野晃多,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,2,3,5,Lose,111,109,102.0,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
7,,津田大地,5,■,■,■,■,■,31,13,2,41.9,2.60,1,1,0,100.0,1,0.20,19,1,2,3,6.6,50,31.0,10.0,72.0,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,2,3,5,Lose,111,109,102.0,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
8,,森陽希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,2,3,5,Lose,111,109,102.0,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
9,,長谷川優太,5,■,■,■,■,■,1,0,0,0.0,-,0,0,0,-,3,0.60,15,0,2,3,1.7,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,2,3,5,Lose,111,109,102.0,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
10,,二五田大輔,4,■,■,■,■,,35,15,4,42.9,3.75,7,4,1,57.1,1,0.25,12,0,3,2,-2.1,24,14.0,6.0,70.8,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,2,3,5,Lose,111,109,102.0,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
11,,嶋田希隆,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,2,3,5,Lose,111,109,102.0,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
12,L,備一真,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,12.0,4.0,82.4,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,2,3,5,Lose,111,109,102.0,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
13,,境龍生,2,,□,,,■,7,4,2,57.1,2.00,1,1,0,100.0,0,-,4,0,1,0,-6.2,2,1.0,1.0,75.0,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,2,3,5,Lose,111,109,102.0,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
15,,清水遼,1,■,,,,,2,0,1,0.0,-,1,0,0,0.0,0,-,4,0,1,1,0.0,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,2,3,5,Lose,111,109,102.0,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
17,,舩倉拓登,1,,□,,,,1,1,0,100.0,1.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,2,3,5,Lose,111,109,102.0,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
18,,寺尾壮太,4,,■,■,■,■,30,15,2,50.0,3.75,6,3,0,50.0,2,0.50,20,2,3,3,10.0,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,2,3,5,Lose,111,109,102.0,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
1,,酒井駿,5,■,■,■,■,■,50,23,3,46.0,4.60,3,1,1,33.3,1,0.20,14,1,2,2,7.1,63,41.0,8.0,71.4,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,3,2,5,Win,109,111,,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,102.0
3,L,三角尚久,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,25,15.0,5.0,70.0,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,3,2,5,Win,109,111,,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,102.0
4,,渡部勇人,4,■,■,■,□,,1,1,0,100.0,0.25,0,0,0,-,0,-,11,0,0,2,4.5,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,3,2,5,Win,109,111,,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,102.0
5,,浅田潮,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,3,2,5,Win,109,111,,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,102.0
7,,石坂ハスナヌ,5,■,■,■,■,■,14,6,0,42.9,1.20,1,0,0,0.0,1,0.20,21,0,1,3,2.4,3,1.0,1.0,50.0,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,3,2,5,Win,109,111,,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,102.0
9,,高瀬太一,5,■,■,■,■,■,40,19,6,47.5,3.80,12,6,3,50.0,2,0.40,18,2,4,1,6.9,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,3,2,5,Win,109,111,,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,102.0
10,,柳生大成,5,■,■,■,■,■,5,0,0,0.0,-,0,0,0,-,1,0.20,15,1,0,2,10.0,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,3,2,5,Win,109,111,,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,102.0
13,,福池凌太,5,■,■,■,■,■,37,18,1,48.6,3.60,2,1,1,50.0,1,0.20,16,0,3,1,-3.1,3,1.0,1.0,50.0,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,3,2,5,Win,109,111,,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,102.0
14,,高井大輝,4,□,,□,■,■,0,0,0,-,-,0,0,0,-,0,-,12,0,1,1,0.0,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,3,2,5,Win,109,111,,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,102.0
16,,佐藤利空,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,3,2,5,Win,109,111,,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,102.0
17,,篠原和政,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,593,2021-02-20,2021,02,20,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,3,2,5,Win,109,111,,13:00,14:54,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,102.0
2,,渡邊和馬,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,9,0,0,3,8.3,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,3,2,5,Win,113,111,106.0,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
3,,吉田魁成,5,■,■,■,■,■,27,16,2,59.3,3.20,0,0,0,-,1,0.20,18,1,1,1,5.6,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,3,2,5,Win,113,111,106.0,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
4,,田中尚,5,■,■,■,■,■,13,6,1,46.2,1.20,0,0,0,-,6,1.20,9,0,2,2,0.0,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,3,2,5,Win,113,111,106.0,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
5,,平野晃多,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,3,2,5,Win,113,111,106.0,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
7,,津田大地,2,■,■,,,,8,3,1,37.5,1.50,0,0,0,-,0,-,5,0,2,0,-10.0,13,5.0,5.0,57.7,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,3,2,5,Win,113,111,106.0,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
8,,森陽希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,3,2,5,Win,113,111,106.0,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
9,,長谷川優太,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,10,0,0,1,2.5,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,3,2,5,Win,113,111,106.0,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
10,,二五田大輔,5,■,■,■,■,■,39,16,4,41.0,3.20,5,2,1,40.0,0,-,20,0,1,5,5.0,31,21.0,8.0,80.6,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,3,2,5,Win,113,111,106.0,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
11,,嶋田希隆,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,3,2,5,Win,113,111,106.0,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
12,L,備一真,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,15.0,2.0,88.9,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,3,2,5,Win,113,111,106.0,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
13,,境龍生,4,,□,■,■,■,21,12,0,57.1,3.00,2,2,0,100.0,0,-,12,0,0,4,8.3,28,19.0,7.0,80.4,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,3,2,5,Win,113,111,106.0,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
15,,清水遼,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,3,2,5,Win,113,111,106.0,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
17,,舩倉拓登,3,□,,,□,■,0,0,0,-,-,0,0,0,-,0,-,8,0,1,3,6.2,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,3,2,5,Win,113,111,106.0,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
18,,寺尾壮太,5,■,■,■,■,■,30,10,2,33.3,2.00,10,5,1,50.0,3,0.60,22,1,4,3,3.4,0,0.0,0.0,-,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,大同特殊鋼レッドスター,長野GaRons,平野晃多,,3,2,5,Win,113,111,106.0,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Home,
1,,酒井駿,5,■,■,■,■,■,42,17,3,40.5,3.40,0,0,0,-,3,0.60,20,0,3,0,-3.8,60,29.0,17.0,62.5,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,2,3,5,Lose,111,113,,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,106.0
2,,鰐川怜児,5,■,■,■,■,■,15,8,1,53.3,1.60,0,0,0,-,1,0.20,15,0,3,1,-3.3,1,1.0,0.0,100.0,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,2,3,5,Lose,111,113,,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,106.0
3,L,三角尚久,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,35,18.0,9.0,64.3,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,2,3,5,Lose,111,113,,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,106.0
4,,渡部勇人,5,■,■,■,■,■,3,1,0,33.3,0.20,1,0,0,0.0,2,0.40,19,0,0,1,1.3,1,0.0,0.0,0.0,597,2021-02-21,2021,02,21,愛知県,メディアス体育館ちた,長野GaRons,大同特殊鋼レッドスター,篠崎寛,,2,3,5,Lose,111,113,,13:00,14:58,0,廣田修二,神原圭吾,来川知裕,井村幸二,Away,106.0
